CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,QPSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.000306245214918517,97.7272727272727,0.365853658536585,41,43,13.80146102226,17.2014987352804,17.2014987352803,0.00179104081216003,14.0969454777835,1.92865493310657e-15,4.31208279649419,1,OK,,6.5774787
2,H_EQ_rawGain,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000445696160997484,100,0.121951219512195,41,43,14.1400626900504,16.9909733017547,16.9909733017546,0.0274073949501283,13.7879859877658,1.92865493310657e-15,4.08609040253356,1,OK,,47.7660052
3,H_EQ_rawGain,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,8,5.37612159973484,25.3906183351836,25.3906183351833,0.00400304807791452,14.0445438680577,1.92865493310657e-15,4.29431418912407,1,OK,,17.4041313
4,H_EQ_rawGain,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.000727332385431478,100,0.146341463414634,41,43,17.8212520076568,14.9812357692642,14.9812357692642,-0.028755761168027,14.1058812345887,1.92865493310657e-15,4.31310991845517,1,OK,,165.7149459
5,H_EQ_rawGain,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.00101366487455197,100,0.15,40,42,9.24324049626684,20.6835149415554,20.6835149415553,0.0186383765059251,14.2599921361283,1.92865493310657e-15,4.39514921177039,1,OK,,50.4549536
6,H_EQ_rawGain,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00131901157613535,100,0.2,40,42,18.8011946816198,14.5162910709494,14.5162910709494,0.0546701354356982,14.2712163191701,1.92865493310657e-15,4.4061846875635,1,OK,,328.978292
7,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.00123044952422618,100,0.609756097560976,41,44,11.143011561679,19.0599483773876,19.0599483773875,-0.00113739686141667,14.5260037974489,1.92865493310657e-15,4.53317044968685,1,OK,,20.6961051
8,H_EQ_rawGain,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000639013452914798,100,0.15,40,42,17.7716043438288,15.0054672838255,15.0054672838255,-0.00358135718014211,14.105884427264,1.92865493310657e-15,4.31310991845517,1,OK,,4.435096
9,H_EQ_rawGain,8PSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.00106933425319076,97.6190476190476,0.205128205128205,39,41,13.8360315357428,17.1797691358371,17.1797691358371,0.0307709350059855,14.0972980573129,1.92865493310657e-15,4.31208279649419,1,OK,,3.8904076
10,H_EQ_rawGain,8PSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.00178531390134529,100,0.175,40,42,6.15891233915609,24.2099195450555,24.2099195450553,-0.0155008121992062,14.1710504848591,1.92865493310657e-15,4.34109228202262,1,OK,,4.470174
11,H_EQ_rawGain,8PSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.00235495071684588,100,0.225,40,42,16.5945699353325,15.6006799655982,15.6006799655982,0.0218002124064598,14.2036288939235,1.92865493310657e-15,4.34727174367576,1,OK,,4.59789
12,H_EQ_rawGain,8PSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00220334726122794,97.6190476190476,0.256410256410256,39,41,18.8800115286136,14.479954896933,14.479954896933,-0.00172573570980374,14.2494841369022,1.92865493310657e-15,4.37580296263653,1,OK,,4.8436634
