CaseIndex,Scenario,ModType,ChannelCoding,Rate,RandomizerEnabled,RandomizerFECPosition,DataPathMode,TMDataSource,TMDataSourceI,TMDataSourceQ,ConvolutionalG1G2Mode,RequestedCFO_Hz,CarrierCaptureRangeConfigured_Hz,RequestedPhaseOffset_deg,RequestedDelay_samples,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,EVMRadial_pct,EVMTangential_pct,ResidualPhaseRMS_deg,ResidualRadiusRMS_dB,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,HResponseMode,HApplyPMode,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,ConverterChainEnabled,BasebandIFLevel_dBm,UpconverterNetGain_dB,UpconverterAttenuation_dB,UpconverterOutputLevel_dBm,UpconverterCompressionRisk,HAppliedGain_dB,DownconverterInputLevel_dBm,DownconverterNetGain_dB,DownconverterAttenuation_dB,DownconverterAutoAttenuation,DownconverterOutputLevel_dBm,DownconverterInputWithinTypicalRange,DownconverterCompressionRisk,ADCEquivalentEnabled,ADCRMSBackoff_dB,ADCClip_pct,EqualizerMode,FastEnvelopeEstimatorMode,FastEnvelopeTauSymbols,FastEnvelopeBlockSymbols,FastEnvelopeHopSymbols,FastEnvelopeGainSlewDBPerSymbol,FastEnvelopeMinGainLimit_dB,FastEnvelopeMaxGainLimit_dB,FastEnvelopeObservedMin_dB,FastEnvelopeObservedMax_dB,DDWindowSymbols,DDMinWindowAcceptance,DDPassesEffective,ScalarDDPassesConfigured,DecisionGate,CMASwitchMSE,CMAMSE,DDAcceptanceRate_pct,DDMSE,ASMTrainingCount,ASMTrainingUpdates,ASMTrainingScoreBefore,ASMTrainingScoreAfter,PredecoderBER,PredecoderOffset,PredecoderPolarity,PredecoderTxFrameOffset,PredecoderASMAligned,PredecoderBitErrors,PredecoderBitsCompared,PredecoderSteadyBER,PredecoderSteadyBitErrors,PredecoderSteadyBitsCompared,PredecoderFramesCompared,PredecoderFrameBERP95,PredecoderFrameBERMax,ASMFramePhaseCorrectionEnabled,ASMFramePhaseCorrectionApplied,ASMFramePhaseCorrectionFrames,ASMFramePhaseCorrectionReliableFrames,ASMFramePhaseCycleSlipsBefore,ASMFramePhaseCycleSlipsAfter,DDWindowCount,DDGoodWindows,DDHoldWindows,DDFadeHoldWindows,PilotDataFadeSymbols,PilotDataFadeFraction_pct,ExternalFadeMaskProvided,ExternalFadeMaskLengthMatched,ExternalFadeMaskInputLength,ExternalFadeInputSymbols,ExternalFadeExpandedSymbols,DDExternalFadeHoldWindows,DDExternalFadeHoldSymbols,HighRatePhaseTrackingApplied,HighRatePhaseWindowSymbols,HighRatePhaseMeanConfidence,HighRatePhaseHoldSamples,UQPSKPostCarrierEQEnabled,APSKReceiverMode,QAMBlindPhaseSearchApplied,QAMBlindPhaseSearchReliableRate_pct,QAMBlindPhaseSearchMedianMetric,QAMBlindPhaseSearchFinalCorrection_deg,QAMPowerGainApplied,QAMPowerGainAcceptanceRate_pct,QAMPowerGainRegularization,QAMPowerGainMaxInverseGainDB,QAMPowerGainInverseMaxObserved_dB,PilotlessAPSKApplied,PilotlessAPSKCoarsePowerOrder,PilotlessAPSKFourthPowerCFO_Hz,PilotlessAPSKFourthPowerConfidence_dB,PilotlessAPSKNDAResidualCFO_Hz,PilotlessAPSKNDAResidualCFOApplied,PilotlessAPSKMthPowerPhaseTrackerApplied,PilotlessAPSKMthPowerPhaseFinalCorrection_deg,PilotlessAPSKMthPowerPhaseMedianConfidence,PilotlessAPSKBlindPhaseSearchApplied,PilotlessAPSKBlindPhaseSearchReliableRate_pct,PilotlessAPSKBlindPhaseSearchMedianMetric,PilotlessAPSKBlindPhaseSearchFinalCorrection_deg,PilotlessAPSKPreDDGainApplied,PilotlessAPSKPreDDGainAcceptanceRate_pct,PilotlessAPSKPreDDGainHoldFraction_pct,PilotlessAPSKPreDDGainFadeFraction_pct,PilotlessAPSKPreDDGainFinalMagnitude_dB,PilotlessAPSKCarrierAcceptanceRate_pct,PilotlessAPSKCarrierHoldFraction_pct,PilotlessAPSKCarrierPhaseErrorRMS_deg,PilotlessAPSKResidualFrequency_Hz,PilotlessAPSKGainAcceptanceRate_pct,PilotlessAPSKGainRegularization,PilotlessAPSKGainMaxInverseGainDB,PilotlessAPSKGainInverseMaxObserved_dB,GMSKSecondOrderPLLApplied,GMSKSecondOrderPLLLocked,GMSKSecondOrderPLLFinalFrequency_Hz,GMSKSecondOrderPLLFrequencyMin_Hz,GMSKSecondOrderPLLFrequencyMax_Hz,GMSKSecondOrderPLLUpdateAcceptanceRate,GMSKSecondOrderPLLFadeHoldSamples,GMSKSecondOrderPLLMeanAbsPhaseError,GMSKResidualTrackerApplied,GMSKResidualWindowCount,GMSKResidualAcceptedWindows,GMSKResidualHoldWindows,GMSKResidualMedian_Hz,GMSKResidualRMS_Hz,GMSKResidualMedianConfidence_dB,GMSKResidualCandidateFiniteRate,GMSKResidualCandidateMedian_Hz,GMSKResidualCandidateRMS_Hz,GMSKResidualConfidenceRejectedWindows,GMSKResidualRangeRejectedWindows,GMSKResidualRawAcceptedRate,GMSKResidualRawMin_Hz,GMSKResidualRawMedian_Hz,GMSKResidualRawMax_Hz,GMSKResidualRawRMS_Hz,GMSKResidualJumpMax_Hz,GMSKResidualJumpRMS_Hz,GMSKResidualPhaseCorrectionEnd_deg,QualityMetricType,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_normH_std4_ITU_P681,32APSK,none,none,0,afterEncoding,single,random,,,auto-ccsds,0,NaN,0,0,1115,NaN,0,NaN,1,1,1,1,0,77.7777777777778,0,6,7,0.0001784,0.0012488,0.0010704,5.30941721858492,5.22524159702068,0.941680122850041,0.934544392586416,0.497321705340245,25.4990629216578,NaN,0.0246468705945937,NaN,NaN,NaN,,NaN,NaN,0,,1,afterChannel,psd,-115.3,13500000,-43.9966623150499,33.99666231505,0,-10,0,21,-10,0,5.88239754597501e-14,-9.99999999999994,0,21,1,-9.99999999999994,0,0,0,NaN,0,off,auto,NaN,256,64,0.05,-40,100,NaN,NaN,256,0.75,NaN,1,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,10,8,1,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,1,pilotless,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,48,-35460.9293677661,40.1913957540573,-21.9859444718615,1,0,NaN,NaN,1,90.5049151027703,0.00262217585253324,607.770949531976,0,NaN,NaN,NaN,NaN,87.1731843575419,0,2.04155266941477,0,99.2402234636871,0,40,13.6370296011319,0,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,not-applicable,1,FAIL_METRIC,LockRate=0.777778 is below minimum 0.9,3.6272095
