ModType,NoisePSD,Seed,EqSNR_dB,LockPct,BER,FER,SyncOK,DecodeOK,ZeroErrorOK
16APSK,-157,364234744,10.7791024628318,97.752808988764,0.0513004351265823,0.177215189873418,0,0,0
16APSK,-157,364235753,10.7830920996295,95.5056179775281,0.0441581530448718,0.115384615384615,0,0,0
16APSK,-157,364236762,10.7780972348025,94.3820224719101,0.0462028206168831,0.194805194805195,0,0,0
16APSK,-157,364237771,10.7823478985795,96.6292134831461,0.0465576171875,0.1375,0,0,0
16APSK,-157,364238780,10.794896231185,97.752808988764,0.0370104825949367,0.20253164556962,0,0,0
16APSK,-157,364239789,10.7789143519149,95.5056179775281,0.0406731939935065,0.181818181818182,0,0,0
16APSK,-157,364240798,10.7875532604878,98.876404494382,0.0281494140625,0.1375,1,0,0
16APSK,-157,364241807,10.7932000208841,95.5056179775281,0.0414413060897436,0.217948717948718,0,0,0
16APSK,-156,364232726,9.79122084054862,91.0112359550562,0.0675891285211268,0.169014084507042,0,0,0
16APSK,-156,364233735,9.78359605453892,93.2584269662921,0.0647969850352113,0.23943661971831,0,0,0
16APSK,-156,364234744,9.7791024628318,93.2584269662921,0.0651888912671233,0.232876712328767,0,0,0
16APSK,-156,364235753,9.78309209962947,94.3820224719101,0.081953125,0.253333333333333,0,0,0
16APSK,-156,364236762,9.77809723480252,93.2584269662921,0.0762746710526316,0.263157894736842,0,0,0
16APSK,-156,364237771,9.78234789857947,91.0112359550562,0.0504909206081081,0.243243243243243,0,0,0
16APSK,-156,364238780,9.79489623118505,94.3820224719101,0.0789410316780822,0.246575342465753,0,0,0
16APSK,-156,364239789,9.77891435191489,93.2584269662921,0.0455078125,0.186666666666667,0,0,0
16APSK,-156,364240798,9.78755326048778,96.6292134831461,0.0755029965753425,0.191780821917808,0,0,0
16APSK,-156,364241807,9.79320002088411,93.2584269662921,0.0770796654929577,0.28169014084507,0,0,0
32APSK,-168,364232726,22.2463049634057,100,0,0,1,1,1
32APSK,-168,364233735,22.2607589677387,100,0,0,1,1,1
32APSK,-168,364234744,22.2558645568546,98.876404494382,0,0,1,1,1
32APSK,-168,364235753,22.2697496363845,100,0,0,1,1,1
32APSK,-168,364236762,22.2546688854665,100,0,0,1,1,1
32APSK,-168,364237771,22.2531054833801,100,0,0,1,1,1
32APSK,-168,364238780,22.2563416950958,100,0,0,1,1,1
32APSK,-168,364239789,22.2568841129385,100,0,0,1,1,1
32APSK,-168,364240798,22.2602847346466,100,0,0,1,1,1
32APSK,-168,364241807,22.247970608917,98.876404494382,0,0,1,1,1
32APSK,-167,364232726,21.2463049634057,100,0,0,1,1,1
32APSK,-167,364233735,21.2607589677387,100,0,0,1,1,1
32APSK,-167,364234744,21.2558645568546,98.876404494382,0,0,1,1,1
32APSK,-167,364235753,21.2697496363845,100,0,0,1,1,1
32APSK,-167,364236762,21.2546688854665,100,0,0,1,1,1
32APSK,-167,364237771,21.2531054833801,100,0,0,1,1,1
32APSK,-167,364238780,21.2563416950958,100,0,0,1,1,1
32APSK,-167,364239789,21.2568841129385,100,0,0,1,1,1
32APSK,-167,364240798,21.2602847346466,100,0,0,1,1,1
32APSK,-167,364241807,21.247970608917,98.876404494382,0,0,1,1,1
32APSK,-166,364232726,20.2463049634057,100,0,0,1,1,1
32APSK,-166,364233735,20.2607589677387,100,0,0,1,1,1
32APSK,-166,364234744,20.2558645568546,98.876404494382,0,0,1,1,1
32APSK,-166,364235753,20.2697496363845,100,0,0,1,1,1
32APSK,-166,364236762,20.2546688854665,100,0,0,1,1,1
32APSK,-166,364237771,20.2531054833801,100,0,0,1,1,1
32APSK,-166,364238780,20.2563416950958,100,0,0,1,1,1
32APSK,-166,364239789,20.2568841129385,100,0,0,1,1,1
32APSK,-166,364240798,20.2602847346466,100,0,0,1,1,1
32APSK,-166,364241807,20.247970608917,98.876404494382,0,0,1,1,1
32APSK,-165,364232726,19.2463049634057,100,0,0,1,1,1
32APSK,-165,364233735,19.2607589677387,100,0,0,1,1,1
32APSK,-165,364234744,19.2558645568546,100,0,0,1,1,1
32APSK,-165,364235753,19.2697496363845,100,0,0,1,1,1
32APSK,-165,364236762,19.2546688854665,100,0,0,1,1,1
32APSK,-165,364237771,19.2531054833801,98.876404494382,0,0,1,1,1
32APSK,-165,364238780,19.2563416950958,100,0,0,1,1,1
32APSK,-165,364239789,19.2568841129385,100,0,0,1,1,1
32APSK,-165,364240798,19.2602847346466,100,0,0,1,1,1
32APSK,-165,364241807,19.247970608917,98.876404494382,0,0,1,1,1
32APSK,-164,364232726,18.2463049634057,100,0,0,1,1,1
32APSK,-164,364233735,18.2607589677387,100,0,0,1,1,1
32APSK,-164,364234744,18.2558645568546,100,0,0,1,1,1
32APSK,-164,364235753,18.2697496363845,100,0,0,1,1,1
32APSK,-164,364236762,18.2546688854665,100,0,0,1,1,1
32APSK,-164,364237771,18.2531054833801,98.876404494382,0,0,1,1,1
32APSK,-164,364238780,18.2563416950958,100,0,0,1,1,1
32APSK,-164,364239789,18.2568841129385,100,0,0,1,1,1
32APSK,-164,364240798,18.2602847346466,100,0,0,1,1,1
32APSK,-164,364241807,18.247970608917,98.876404494382,0,0,1,1,1
32APSK,-163,364232726,17.2463049634057,100,0,0,1,1,1
32APSK,-163,364233735,17.2607589677387,100,4.82253086419753e-05,0.0123456790123457,1,0,0
32APSK,-163,364234744,17.2558645568546,100,0,0,1,1,1
32APSK,-163,364235753,17.2697496363845,98.876404494382,0,0,1,1,1
32APSK,-163,364236762,17.2546688854665,98.876404494382,0,0,1,1,1
32APSK,-163,364237771,17.2531054833801,98.876404494382,0,0,1,1,1
32APSK,-163,364238780,17.2563416950958,100,0,0,1,1,1
32APSK,-163,364239789,17.2568841129385,100,0,0,1,1,1
32APSK,-163,364240798,17.2602847346466,100,0,0,1,1,1
32APSK,-163,364241807,17.247970608917,98.876404494382,0,0,1,1,1
32APSK,-162,364232726,16.2463049634057,100,0.000132619598765432,0.0123456790123457,1,0,0
32APSK,-162,364233735,16.2607589677387,100,6.02816358024691e-05,0.0246913580246914,1,0,0
32APSK,-162,364234744,16.2558645568546,98.876404494382,0,0,1,1,1
32APSK,-162,364235753,16.2697496363845,100,0,0,1,1,1
32APSK,-162,364236762,16.2546688854665,98.876404494382,0,0,1,1,1
32APSK,-162,364237771,16.2531054833801,98.876404494382,0,0,1,1,1
32APSK,-162,364238780,16.2563416950958,100,0,0,1,1,1
32APSK,-162,364239789,16.2568841129385,100,0,0,1,1,1
32APSK,-162,364240798,16.2602847346466,100,6.02816358024691e-05,0.0123456790123457,1,0,0
32APSK,-162,364241807,16.247970608917,98.876404494382,0,0,1,1,1
32APSK,-161,364232726,15.2463049634057,100,0.00015673225308642,0.037037037037037,1,0,0
32APSK,-161,364233735,15.2607589677387,100,7.2337962962963e-05,0.037037037037037,1,0,0
32APSK,-161,364234744,15.2558645568546,98.876404494382,2.41126543209877e-05,0.0123456790123457,1,0,0
32APSK,-161,364235753,15.2697496363845,100,3.61689814814815e-05,0.0246913580246914,1,0,0
32APSK,-161,364236762,15.2546688854665,100,0.000132619598765432,0.0123456790123457,1,0,0
32APSK,-161,364237771,15.2531054833801,100,2.41126543209877e-05,0.0246913580246914,1,0,0
32APSK,-161,364238780,15.2563416950958,100,0.00550974151234568,0.0123456790123457,1,0,0
32APSK,-161,364239789,15.2568841129385,100,1.20563271604938e-05,0.0123456790123457,1,0,0
32APSK,-161,364240798,15.2602847346466,100,0.000277295524691358,0.037037037037037,1,0,0
32APSK,-161,364241807,15.247970608917,98.876404494382,0,0,1,1,1
32APSK,-160,364232726,14.2463049634057,0,0.5,NaN,0,0,0
32APSK,-160,364233735,14.2607589677387,98.876404494382,3.61689814814815e-05,0.0246913580246914,1,0,0
32APSK,-160,364234744,14.2558645568546,0,0.5,NaN,0,0,0
32APSK,-160,364235753,14.2697496363845,0,0.5,NaN,0,0,0
32APSK,-160,364236762,14.2546688854665,100,0.00893373842592593,0.0740740740740741,1,0,0
32APSK,-160,364237771,14.2531054833801,100,0.000518422067901235,0.037037037037037,1,0,0
32APSK,-160,364238780,14.2563416950958,0,0.5,NaN,0,0,0
32APSK,-160,364239789,14.2568841129385,0,0.5,NaN,0,0,0
32APSK,-160,364240798,14.2602847346466,0,0.5,NaN,0,0,0
32APSK,-160,364241807,14.247970608917,98.876404494382,0.000711323302469136,0.0493827160493827,1,0,0
32APSK,-159,364232726,13.2463049634057,0,0.5,NaN,0,0,0
32APSK,-159,364233735,13.2607589677387,100,0.0025438850308642,0.0493827160493827,1,0,0
32APSK,-159,364234744,13.2558645568546,0,0.5,NaN,0,0,0
32APSK,-159,364235753,13.2697496363845,0,0.5,NaN,0,0,0
32APSK,-159,364236762,13.2546688854665,100,0.00308641975308642,0.0617283950617284,1,0,0
32APSK,-159,364237771,13.2531054833801,0,0.5,NaN,0,0,0
32APSK,-159,364238780,13.2563416950958,0,0.5,NaN,0,0,0
32APSK,-159,364239789,13.2568841129385,0,0.5,NaN,0,0,0
32APSK,-159,364240798,13.2602847346466,0,0.5,NaN,0,0,0
32APSK,-159,364241807,13.247970608917,0,0.5,NaN,0,0,0
32APSK,-158,364232726,12.2463049634057,96.6292134831461,0.0250693873355263,0.0789473684210526,0,0,0
32APSK,-158,364233735,12.2607589677387,94.3820224719101,0.00900310359589041,0.0684931506849315,0,0,0
32APSK,-158,364234744,12.2558645568546,0,0.5,NaN,0,0,0
32APSK,-158,364235753,12.2697496363845,0,0.5,NaN,0,0,0
32APSK,-158,364236762,12.2546688854665,0,0.5,NaN,0,0,0
32APSK,-158,364237771,12.2531054833801,0,0.5,NaN,0,0,0
32APSK,-158,364238780,12.2563416950958,0,0.5,NaN,0,0,0
32APSK,-158,364239789,12.2568841129385,0,0.5,NaN,0,0,0
32APSK,-158,364240798,12.2602847346466,0,0.5,NaN,0,0,0
32APSK,-158,364241807,12.247970608917,0,0.5,NaN,0,0,0
