CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,BPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,80,0,3,4,0.000446,0.001784,0.001338,1.60723833256318,35.8783943646417,35.8783943646381,-8.36953118607307e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.3889488
2,NoH_baseline,BPSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,3,5,0.000892,0.00446,0.002676,1.60842043150328,35.8720083752375,35.8720083752339,-6.24954933195098e-18,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.5139351
3,NoH_baseline,BPSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,3,5,0.000669,0.003345,0.002007,1.59554182383797,35.9418361437437,35.94183614374,5.01273732338265e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.3036804
4,NoH_baseline,BPSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,3,5,0.0005575,0.0027875,0.0016725,1.60397921415049,35.8960252801172,35.8960252801136,1.52692956056236e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.2515523
5,NoH_baseline,BPSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,80,0,3,4,0.000509714285714286,0.00203885714285714,0.00152914285714286,1.61392747227578,35.842319715676,35.8423197156724,-1.43979138320141e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,1.7310991
6,NoH_baseline,BPSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,80,0,3,4,0.000892,0.003568,0.002676,1.58067578243298,36.0231440098299,36.0231440098261,1.64976875626224e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.6231765
7,NoH_baseline,BPSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001338,0.00669,0.005352,1.60939040814443,35.8667718273287,35.8667718273251,-1.85334689018754e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.421652
8,NoH_baseline,BPSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.001784,0.00892,0.007136,1.63700073027952,35.7190225369132,35.7190225369097,5.99694778702412e-17,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.4358159
9,NoH_baseline,BPSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,4,5,0.002676,0.01338,0.010704,1.60979813665682,35.8645715928096,35.864571592806,8.50238088744344e-17,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.5410075
10,NoH_baseline,BPSK,TPC,1/2_x8,1024,NaN,0,8,0,0,0,0,0,100,0,4,5,0.0008192,0.004096,0.0032768,1.58359399996109,36.0071230480799,36.0071230480761,-2.37707409317894e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,10.9145119
11,NoH_baseline,BPSK,TPC,2/3_x4,1352,NaN,0,4,0,0,0,0,0,100,0,4,5,0.0008112,0.004056,0.0032448,1.6198992237412,35.8102400540172,35.8102400540137,3.99858889886426e-17,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,5.5569066
12,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,3,5,0.000223,0.001115,0.000669,1.53424445907228,36.2821087299361,36.2821087299321,-0.0302901829852604,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.5189317
13,NoH_baseline,QPSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,3,5,0.000446,0.00223,0.001338,1.54411770567726,36.2263919429885,36.2263919429846,-0.0411127430092325,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.3057346
14,NoH_baseline,QPSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,3,5,0.0003345,0.0016725,0.0010035,14.4973515328886,16.7742266031761,16.7742266031761,-0.753514881806654,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.2425936
15,NoH_baseline,QPSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,3,5,0.00027875,0.00139375,0.00083625,15.7980336241238,16.0279393233645,16.0279393233645,1.02964455827407,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,0.2309266
