CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,BPSK,none,none,1115,NaN,0,NaN,1,1,0,1,8.80845611787316e-05,100,0.0952380952380952,42,44,3.93708023793936,28.0965146834221,28.0965146834216,-0.000281048656580288,13.7879331939439,1.92865493310657e-15,4.08609040253356,1,OK,,6.0051294
2,H_EQ_rawGain,BPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,1.36716613802909e-05,100,0.024390243902439,41,43,9.0996068754861,20.8195473964244,20.8195473964243,0.0203598782174742,14.1595175300399,1.92865493310657e-15,4.26927496228855,1,OK,,29.1845613
3,H_EQ_rawGain,BPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,7,2.72537409276554,31.291477535468,31.2914775354667,0.00611200879904649,13.9769383278366,1.92865493310657e-15,4.20748732733662,1,OK,,8.0601914
4,H_EQ_rawGain,BPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,3.82806518648146e-05,100,0.0487804878048781,41,43,3.27050312510732,29.7077086308927,29.7077086308919,-0.00316022392832193,13.8161113405958,1.92865493310657e-15,4.11979756372699,1,OK,,90.2716913
5,H_EQ_rawGain,BPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,8.12051971326165e-05,100,0.05,40,42,3.5603062824546,28.9702527874062,28.9702527874055,0.000491695995377664,13.7222495400565,1.92865493310657e-15,4.06863453274799,1,OK,,19.725555
6,H_EQ_rawGain,BPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000105743544078362,100,0.05,40,42,2.43028086461735,32.2868706522741,32.2868706522726,-0.000452082448667107,13.7362930417856,1.92865493310657e-15,4.06431990250912,1,OK,,268.4674756
7,H_EQ_rawGain,16QAM,none,none,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,14,3.93567424864944,28.0996170964226,28.110027676283,0.238054502651146,14.7109075165307,1.92865493310657e-15,4.60014026822617,1,OK,,4.4580498
8,H_EQ_rawGain,16QAM,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,11,4.70753106854351,26.5441361013083,26.5260317676835,0.471649242931491,14.0987681639678,1.92865493310657e-15,4.31208279649419,1,OK,,26.9863591
9,H_EQ_rawGain,16QAM,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,8,3.59557670618652,28.8846288359288,28.8853236515154,-0.164711881609285,14.2758243594247,1.92865493310657e-15,4.39325553126207,1,OK,,6.7658361
10,H_EQ_rawGain,16QAM,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,10,4.35197444617398,27.2262732676599,27.1920904076882,-0.653164578949253,14.517499273976,1.92865493310657e-15,4.53317044968685,1,OK,,98.8242953
11,H_EQ_rawGain,16QAM,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,7,3.63388717932593,28.7925712057043,28.7576879272454,0.00171772847088821,14.6710580883122,1.92865493310657e-15,4.59901719699466,1,OK,,20.4595811
12,H_EQ_rawGain,16QAM,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.000673419412288513,100,0.075,40,42,4.19188547815895,27.5518118147757,27.5406796207427,0.275008840146805,14.722359990152,1.92865493310657e-15,4.62480262671973,1,OK,,52.6402336
13,H_EQ_rawGain,32QAM,none,none,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,7,5.39222922591538,25.3646330808117,25.3646330808115,-1.76849498742352,14.9077043950311,1.92865493310657e-15,4.70682566373526,1,OK,,4.0455511
14,H_EQ_rawGain,32QAM,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,21,5.71106835568529,24.865652834809,24.7973688851164,0.968838228694195,14.2077629703589,1.92865493310657e-15,4.34732670108679,1,OK,,26.8272033
15,H_EQ_rawGain,32QAM,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,11,4.24965601135296,27.4329244503696,27.378735262968,-0.839711068608692,14.6711794967587,1.92865493310657e-15,4.60057800841263,1,OK,,6.8110235
16,H_EQ_rawGain,32QAM,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,9,4.62234167295789,26.702759112249,26.6559514037966,-0.376957383807608,14.7624828354001,1.92865493310657e-15,4.64245086639359,1,OK,,98.2406686
17,H_EQ_rawGain,32QAM,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,8,5.17350797304162,25.7242975454544,25.647888345835,-0.239122778445934,14.7755297825119,1.92865493310657e-15,4.63940949273822,1,OK,,20.2170518
18,H_EQ_rawGain,32QAM,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,10,4.28390465030523,27.3632040822337,27.3618141174849,0.410426138309968,14.8572031634644,1.92865493310657e-15,4.68372271616335,1,OK,,201.1219239
19,H_EQ_rawGain,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.028819666880205,68.1818181818182,0.178571428571429,28,30,4.76134959716878,26.4453985946339,26.4453985946339,NaN,13.783931048077,1.92865493310657e-15,4.08609040253356,1,OK,,7.049738
20,H_EQ_rawGain,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.0549499827526733,65.1162790697674,0.192307692307692,26,28,9.09907751172887,20.8200527071465,20.8200527071465,NaN,14.154878040773,1.92865493310657e-15,4.26927496228855,1,OK,,50.5992685
21,H_EQ_rawGain,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.0407735426008969,88.8888888888889,0.15,20,24,4.11290182749896,27.7170331343208,27.7170331343208,NaN,13.9722279480422,1.92865493310657e-15,4.20748732733662,1,OK,,12.0553755
22,H_EQ_rawGain,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0352316890881913,74.4186046511628,0.2,30,32,4.3223127476961,27.2856762451933,27.2856762451933,NaN,13.8120498744668,1.92865493310657e-15,4.11979756372699,1,OK,,1557.7318385
23,H_EQ_rawGain,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.0274002721359352,85.2941176470588,0.185185185185185,27,29,4.47564332511608,26.9828906149292,26.9828906149292,NaN,13.7176172267237,1.92865493310657e-15,4.06863453274799,1,OK,,418.9652608
24,H_EQ_rawGain,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.0265869482254166,67.6470588235294,0.142857142857143,21,23,3.969787584919,28.0246546162015,28.0246546162015,NaN,13.7321000410175,1.92865493310657e-15,4.06431990250912,1,OK,,5780.3247531
