CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,37,39,0.000446,0.017394,0.016502,3.71970201697118,28.5898369957413,28.5898369957413,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.3624714
2,NoH_baseline,GMSK,LDPC,1/2,1115,1024,0,NaN,0,0,0,0,0,100,0,37,39,0.000892,0.034788,0.033004,3.72859282729463,28.5691008042894,28.5691008042894,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,1.3566371
3,NoH_baseline,GMSK,LDPC,2/3,1115,1024,0,NaN,0,0,0,0,0,100,0,37,39,0.000669,0.026091,0.024753,3.73865224664345,28.5456985834497,28.5456985834497,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.8682531
4,NoH_baseline,GMSK,LDPC,4/5,1115,1024,0,NaN,0,0,0,0,0,100,0,37,39,0.0005575,0.0217425,0.0206275,3.72640902753572,28.5741895338725,28.5741895338725,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,0.6982304
5,NoH_baseline,GMSK,LDPC,7/8,1115,7136,0,NaN,0,0,0,0,0,100,0,37,39,0.000509714285714286,0.0198788571428571,0.0188594285714286,3.71109477248045,28.6099590933545,28.6099590933545,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.961265
6,NoH_baseline,GMSK,Turbo,1/2,1115,1784,0,NaN,0,0,0,0,0,100,0,37,39,0.000892,0.034788,0.033004,3.72067102708829,28.5875745513899,28.5875745513899,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.2400076
7,NoH_baseline,GMSK,Turbo,1/3,1115,1784,0,NaN,0,0,0,0,0,100,0,37,39,0.001338,0.052182,0.049506,3.73069497534655,28.5642051555497,28.5642051555497,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.3011215
8,NoH_baseline,GMSK,Turbo,1/4,1115,1784,0,NaN,0,0,0,0,0,100,0,37,39,0.001784,0.069576,0.066008,3.73119777508481,28.5630346045409,28.5630346045409,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,2.5997435
9,NoH_baseline,GMSK,Turbo,1/6,1115,1784,0,NaN,0,0,0,0,0,100,0,37,39,0.002676,0.104364,0.099012,3.75281840642164,28.5128489994925,28.5128489994925,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.0268462
10,H_EQ_rawGain_default_ChannelData,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.7946488432371,28.4165681503139,28.4165681503139,NaN,16.3019610834679,1.92865493310657e-15,6.0405964252986,error,10,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.9107486
11,H_EQ_rawGain_default_ChannelData,GMSK,LDPC,1/2,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,4.03549381425737,27.8820662811183,27.8820662811183,NaN,16.1923286757519,1.92865493310657e-15,5.97859478159267,error,10,0.004224,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.3549683
12,H_EQ_rawGain_default_ChannelData,GMSK,LDPC,2/3,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.000669,0.026091,0.024753,3.76299473540713,28.4893277855305,28.4893277855305,NaN,17.065238764849,1.92865493310657e-15,6.80453738226378,error,10,0.0032,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,1.0172416
13,H_EQ_rawGain_default_ChannelData,GMSK,LDPC,4/5,1115,1024,0,NaN,1,1,0,1,0,100,0,37,39,0.0005575,0.0217425,0.0206275,3.6836930642154,28.6743312723858,28.6743312723858,NaN,16.8842996824842,1.92865493310657e-15,6.61459391367498,error,10,0.002688,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,0.836488
14,H_EQ_rawGain_default_ChannelData,GMSK,LDPC,7/8,1115,7136,0,NaN,1,1,0,1,0,100,0,37,39,0.000509714285714286,0.0198788571428571,0.0188594285714286,3.67138834527682,28.7033935014725,28.7033935014725,NaN,15.9360647501785,1.92865493310657e-15,5.79369522625314,error,10,0.016384,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,4.5317932
15,H_EQ_rawGain_default_ChannelData,GMSK,Turbo,1/2,1115,1784,0,NaN,1,1,0,1,0,100,0,37,39,0.000892,0.034788,0.033004,3.73893232529238,28.5450479101708,28.5450479101708,NaN,15.9897475699092,1.92865493310657e-15,6.00800571325372,error,10,0.00728,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,2.1929143
