CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,H_EQ_rawGain,QPSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.000609756097560976,97.7272727272727,0.48780487804878,41,43,17.5032914236825,15.1376055260071,15.1376055260071,0.0118994079124924,14.0969454777835,1.92865493310657e-15,4.31208279649419,1,OK,,6.8467111
2,H_EQ_rawGain,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.000735535382259652,100,0.170731707317073,41,43,17.6659008611892,15.0572842219642,15.0572842219642,0.0490141368197821,13.7879859877658,1.92865493310657e-15,4.08609040253356,1,OK,,47.7110188
3,H_EQ_rawGain,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,8,6.95909124140554,23.1489493877051,23.148949387705,0.00624252311903033,14.0445438680577,1.92865493310657e-15,4.29431418912407,1,OK,,17.0154281
4,H_EQ_rawGain,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.00125232418243465,100,0.219512195121951,41,43,21.4725876009125,13.3623123361627,13.3623123361626,-0.0943838996681603,14.1058812345887,1.92865493310657e-15,4.31310991845517,1,OK,,169.3334133
5,H_EQ_rawGain,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.00157097233710137,97.6190476190476,0.205128205128205,39,41,11.7445250348944,18.6032908402144,18.6032908402143,-0.0118865185562723,14.2599921361283,1.92865493310657e-15,4.39514921177039,1,OK,,52.8261251
6,H_EQ_rawGain,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00201747551202137,100,0.225,40,42,21.4722646414846,13.3624429776622,13.3624429776622,0.0758345237646791,14.2712163191701,1.92865493310657e-15,4.4061846875635,1,OK,,331.6358625
7,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.5,0,NaN,0,6,14.4359462076378,16.8110948982379,16.8110948982378,0.0282381174350569,14.5260037974489,1.92865493310657e-15,4.53317044968685,1,OK,,8.4084021
8,H_EQ_rawGain,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.00114630044843049,100,0.225,40,43,21.2958150022237,13.4341146918042,13.4341146918042,0.055910767449429,14.105884427264,1.92865493310657e-15,4.31310991845517,1,OK,,4.3940609
9,H_EQ_rawGain,8PSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.00181671840864666,97.6190476190476,0.205128205128205,39,41,17.4589692357214,15.1596280057965,15.1596280057965,0.0500967459012025,14.0972980573129,1.92865493310657e-15,4.31208279649419,1,OK,,3.9490383
10,H_EQ_rawGain,8PSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.00274383408071749,100,0.275,40,42,8.01016607096261,21.9271695960306,21.9271695960304,-0.0214756403215084,14.1710504848591,1.92865493310657e-15,4.34109228202262,1,OK,,4.3321519
11,H_EQ_rawGain,8PSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0.00446068548387097,100,0.3,40,42,19.3776256361648,14.2539887730369,14.2539887730369,0.0408059326714768,14.2036288939235,1.92865493310657e-15,4.34727174367576,1,OK,,4.6423722
12,H_EQ_rawGain,8PSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00529145831906295,97.6190476190476,0.358974358974359,39,41,21.8808240808974,13.1987265105319,13.1987265105319,0.00741714639784844,14.2494841369022,1.92865493310657e-15,4.37580296263653,1,OK,,4.8758666
