CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,42,44,0.00892,0.39248,0.37464,4.7029487406793,26.5525950955502,26.5525950955502,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-98,8000000,-28.9691001300806,18.9691001300806,,1,OK,,3.1850032
2,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01784,0.76712,0.73144,4.71047772459521,26.5387009120525,26.5387009120525,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-98,8000000,-28.9691001300806,18.9691001300806,,1,OK,,4.0835566
3,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.01338,0.57534,0.54858,4.78539822689738,26.4016383132379,26.4016383132379,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-98,8000000,-28.9691001300806,18.9691001300806,,1,OK,,3.5834574
4,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0118933333333333,0.511413333333333,0.487626666666667,4.74994272783359,26.4662325364954,26.4662325364954,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-98,8000000,-28.9691001300806,18.9691001300806,,1,OK,,3.3368883
5,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0107136,0.4606848,0.4392576,4.78167851826969,26.4083925143621,26.4083925143621,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-98,8000000,-28.9691001300806,18.9691001300806,,1,OK,,3.2913949
6,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,41,43,0.0102674285714286,0.441499428571429,0.420964571428571,4.78804167616268,26.396841561099,26.396841561099,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,psd,-98,8000000,-28.9691001300806,18.9691001300806,,1,OK,,3.2847728
7,H_EQ_rawGain_H_EQ_rawGain,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0.00418301569506726,77.2727272727273,0.0625,32,34,0.00892,0.30328,0.28544,3.77731435913536,28.4563374082592,28.4563374082592,NaN,17.6015861236536,1.92865493310657e-15,6.67699950574392,wrap,10,0.40284,0,afterChannel,psd,-98,8000000,-28.9691001300806,36.5706862537342,mmse,1,OK,,4.0204124
8,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0.0363530527768196,65.1162790697674,0.0769230769230769,26,28,0.01784,0.49952,0.46384,4.20794205460891,27.5186049851513,27.5186049851513,NaN,17.9706368681986,1.92865493310657e-15,6.9742588342156,wrap,10,0.80568,0,afterChannel,psd,-98,8000000,-28.9691001300806,36.9397369982792,mmse,1,OK,,6.9017795
9,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0.02708199871877,69.7674418604651,0.0714285714285714,28,30,0.01338,0.4014,0.37464,3.6880638086519,28.6640314730531,28.6640314730531,NaN,17.7881692647427,1.92865493310657e-15,6.87349534414015,wrap,10,0.60426,0,afterChannel,psd,-98,8000000,-28.9691001300806,36.7572693948233,mmse,1,OK,,5.6838999
10,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0.0106358514430263,95.3488372093023,0.0512820512820513,39,41,0.0118933333333333,0.487626666666667,0.46384,3.71620251310711,28.5980125462671,28.5980125462671,NaN,17.6280563639485,1.92865493310657e-15,6.73011387330059,wrap,10,0.53712,0,afterChannel,psd,-98,8000000,-28.9691001300806,36.5971564940291,mmse,1,OK,,5.4287584
11,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,3.55144680479063e-05,100,0.024390243902439,41,43,0.0107136,0.4606848,0.4392576,3.7242918338365,28.5791259047323,28.5791259047323,NaN,17.5332941669112,1.92865493310657e-15,6.64607786456195,wrap,10,0.48384,0,afterChannel,psd,-98,8000000,-28.9691001300806,36.5023942969917,mmse,1,OK,,4.3831128
12,H_EQ_rawGain_H_EQ_rawGain,GMSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0.00709491771379572,85.2941176470588,0.037037037037037,27,29,0.0102674285714286,0.297755428571429,0.277220571428571,3.68021816056725,28.6825287182566,28.6825287182566,NaN,17.5483387555638,1.92865493310657e-15,6.63973099928679,wrap,10,0.46368,0,afterChannel,psd,-98,8000000,-28.9691001300806,36.5174388856444,mmse,1,OK,,4.3108277
