CaseKey,Scenario,ModType,RequestedCFO_Hz,ConfiguredCaptureRange_Hz,BER,LockRate_pct,FER,EVM_post_pct,MER_dB,ResidualCFO_Hz,AcquisitionFrames,Passed,Status,ErrorIdentifier,ErrorMessage,Runtime_s
NoH|32APSK|+2000000.000,NoH,32APSK,2000000,2000000,0,85.7142857142857,0,6.05456681347721,24.3583384781524,1.54423070791118,6,1,PASS,,,3.6752158
