CaseIndex,Scenario,ModType,ChannelCoding,Rate,RandomizerEnabled,RandomizerFECPosition,DataPathMode,TMDataSource,TMDataSourceI,TMDataSourceQ,ConvolutionalG1G2Mode,RequestedCFO_Hz,CarrierCaptureRangeConfigured_Hz,RequestedPhaseOffset_deg,RequestedDelay_samples,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,EVMRadial_pct,EVMTangential_pct,ResidualPhaseRMS_deg,ResidualRadiusRMS_dB,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,HResponseMode,HApplyPMode,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,ConverterChainEnabled,BasebandIFLevel_dBm,UpconverterNetGain_dB,UpconverterAttenuation_dB,UpconverterOutputLevel_dBm,UpconverterCompressionRisk,HAppliedGain_dB,DownconverterInputLevel_dBm,DownconverterNetGain_dB,DownconverterAttenuation_dB,DownconverterAutoAttenuation,DownconverterOutputLevel_dBm,DownconverterInputWithinTypicalRange,DownconverterCompressionRisk,ADCEquivalentEnabled,ADCRMSBackoff_dB,ADCClip_pct,EqualizerMode,FastEnvelopeEstimatorMode,FastEnvelopeTauSymbols,FastEnvelopeBlockSymbols,FastEnvelopeHopSymbols,FastEnvelopeGainSlewDBPerSymbol,FastEnvelopeMinGainLimit_dB,FastEnvelopeMaxGainLimit_dB,FastEnvelopeObservedMin_dB,FastEnvelopeObservedMax_dB,DDWindowSymbols,DDMinWindowAcceptance,DDPassesEffective,ScalarDDPassesConfigured,DecisionGate,CMASwitchMSE,CMAMSE,DDAcceptanceRate_pct,DDMSE,ASMTrainingCount,ASMTrainingUpdates,ASMTrainingScoreBefore,ASMTrainingScoreAfter,PredecoderBER,PredecoderOffset,PredecoderPolarity,PredecoderTxFrameOffset,PredecoderASMAligned,PredecoderBitErrors,PredecoderBitsCompared,PredecoderSteadyBER,PredecoderSteadyBitErrors,PredecoderSteadyBitsCompared,PredecoderFramesCompared,PredecoderFrameBERP95,PredecoderFrameBERMax,ASMFramePhaseCorrectionEnabled,ASMFramePhaseCorrectionApplied,ASMFramePhaseCorrectionFrames,ASMFramePhaseCorrectionReliableFrames,ASMFramePhaseCycleSlipsBefore,ASMFramePhaseCycleSlipsAfter,DDWindowCount,DDGoodWindows,DDHoldWindows,DDFadeHoldWindows,DDFadeEnterEvents,DDFadeRecoverEvents,PilotDataFadeSymbols,PilotDataFadeFraction_pct,ExternalFadeMaskProvided,ExternalFadeMaskLengthMatched,ExternalFadeMaskInputLength,ExternalFadeInputSymbols,ExternalFadeExpandedSymbols,DDExternalFadeHoldWindows,DDExternalFadeHoldSymbols,HighRatePhaseTrackingApplied,HighRatePhaseWindowSymbols,HighRatePhaseMeanConfidence,HighRatePhaseHoldSamples,UQPSKPostCarrierEQEnabled,APSKReceiverMode,QAMBlindPhaseSearchApplied,QAMBlindPhaseSearchReliableRate_pct,QAMBlindPhaseSearchMedianMetric,QAMBlindPhaseSearchFinalCorrection_deg,QAMPowerGainApplied,QAMPowerGainAcceptanceRate_pct,QAMPowerGainRegularization,QAMPowerGainMaxInverseGainDB,QAMPowerGainInverseMaxObserved_dB,PilotlessAPSKApplied,PilotlessAPSKCoarsePowerOrder,PilotlessAPSKFourthPowerCFO_Hz,PilotlessAPSKFourthPowerConfidence_dB,PilotlessAPSKNDAResidualCFO_Hz,PilotlessAPSKNDAResidualCFOApplied,PilotlessAPSKMthPowerPhaseTrackerApplied,PilotlessAPSKMthPowerPhaseFinalCorrection_deg,PilotlessAPSKMthPowerPhaseMedianConfidence,PilotlessAPSKBlindPhaseSearchApplied,PilotlessAPSKBlindPhaseSearchReliableRate_pct,PilotlessAPSKBlindPhaseSearchMedianMetric,PilotlessAPSKBlindPhaseSearchFinalCorrection_deg,PilotlessAPSKPreDDGainApplied,PilotlessAPSKPreDDGainAcceptanceRate_pct,PilotlessAPSKPreDDGainHoldFraction_pct,PilotlessAPSKPreDDGainFadeFraction_pct,PilotlessAPSKPreDDGainFinalMagnitude_dB,PilotlessAPSKRingNormalizerApplied,PilotlessAPSKRingEstimatorMode,PilotlessAPSKRingAcceptanceRate_pct,PilotlessAPSKRingHoldFraction_pct,PilotlessAPSKRingFadeFraction_pct,PilotlessAPSKRingFinalAmplitude_dB,PilotlessAPSKCarrierAcceptanceRate_pct,PilotlessAPSKCarrierHoldFraction_pct,PilotlessAPSKCarrierPhaseErrorRMS_deg,PilotlessAPSKResidualFrequency_Hz,PilotlessAPSKGainAcceptanceRate_pct,PilotlessAPSKGainRegularization,PilotlessAPSKGainMaxInverseGainDB,PilotlessAPSKGainInverseMaxObserved_dB,GMSKSecondOrderPLLApplied,GMSKSecondOrderPLLLocked,GMSKSecondOrderPLLFinalFrequency_Hz,GMSKSecondOrderPLLFrequencyMin_Hz,GMSKSecondOrderPLLFrequencyMax_Hz,GMSKSecondOrderPLLUpdateAcceptanceRate,GMSKSecondOrderPLLFadeHoldSamples,GMSKSecondOrderPLLMeanAbsPhaseError,GMSKResidualTrackerApplied,GMSKResidualWindowCount,GMSKResidualAcceptedWindows,GMSKResidualHoldWindows,GMSKResidualMedian_Hz,GMSKResidualRMS_Hz,GMSKResidualMedianConfidence_dB,GMSKResidualCandidateFiniteRate,GMSKResidualCandidateMedian_Hz,GMSKResidualCandidateRMS_Hz,GMSKResidualConfidenceRejectedWindows,GMSKResidualRangeRejectedWindows,GMSKResidualRawAcceptedRate,GMSKResidualRawMin_Hz,GMSKResidualRawMedian_Hz,GMSKResidualRawMax_Hz,GMSKResidualRawRMS_Hz,GMSKResidualJumpMax_Hz,GMSKResidualJumpRMS_Hz,GMSKResidualPhaseCorrectionEnd_deg,QualityMetricType,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,32APSK,none,none,0,afterEncoding,single,random,,,auto-ccsds,0,NaN,0,0,1115,NaN,0,NaN,0,0,0,0,0,85.7142857142857,0,5,6,0.0001784,0.0010704,0.000892,5.29459183360235,5.21064863893314,0.939065197967057,0.942564622474112,0.49731699137482,25.52335029091,NaN,0.0559457461904569,NaN,NaN,NaN,,NaN,NaN,0,,1,afterChannel,psd,-115.3,13500000,-43.9966623150499,33.9966623150499,0,-10,0,21,-10,0,0,-10,0,21,1,-10,0,0,0,NaN,0,,auto,NaN,256,64,0.05,-40,100,NaN,NaN,256,0.75,NaN,1,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.0379341673072891,0,1,0,1,2714,71545,0,0,44760,5,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,1,pilotless,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,48,-1.45061956238516,35.7321799678027,-326.861997380662,0,0,NaN,NaN,1,95.72745043284,0.00235332647193718,180.335230453378,0,NaN,NaN,NaN,NaN,0,off,NaN,NaN,NaN,NaN,95.4958100558659,0,1.88433611778386,0,99.7625698324022,0,40,4.43753137232911,0,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,not-applicable,1,FAIL_METRIC,LockRate=0.857143 is below minimum 0.9,3.8457921
2,H_EQ_normH_std4_ITU_P681,32APSK,none,none,0,afterEncoding,single,random,,,auto-ccsds,0,NaN,0,0,1115,NaN,0,NaN,1,1,1,1,0,71.4285714285714,0,4,5,0.0001784,0.000892,0.0007136,6.72675522531486,6.6488211393168,1.02098644392315,1.01045530989201,0.640779013074964,23.4438875047032,NaN,-0.153046062434708,NaN,NaN,NaN,,NaN,NaN,0,,1,afterChannel,psd,-115.3,13500000,-43.9966623150499,33.99666231505,0,-10,0,21,-10,0,5.78596479931968e-14,-9.99999999999994,0,21,1,-9.99999999999994,0,0,0,NaN,0,off,auto,NaN,256,64,0.05,-40,100,NaN,NaN,256,0.75,NaN,1,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0.492850759606792,0,1,7,1,4412,8952,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,0,1,pilotless,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,48,-35461.007894428,39.365697227358,-14.3932952852893,1,0,NaN,NaN,1,87.6850041887741,0.00321546231087677,1076.26552259642,0,NaN,NaN,NaN,NaN,1,rde,90.3840782122905,8.4427374301676,8.42877094972067,6.92303463946397,52.9469273743017,0,5.80893361142151,0,92.4371508379888,0,40,8.49386412428205,0,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,not-applicable,1,FAIL_METRIC,LockRate=0.714286 is below minimum 0.9,3.1334006
