信关站名称	卫星ID		开始时间(秒)	结束时间(秒)	连接时长(秒)
----------------------------------------------------------------------------------------
DVB1		S0304		36152.594		36870.711		718.117
DVB1		S0303		36865.711		37449.192		583.481
DVB1		S0302		37444.192		38022.148		577.956
DVB1		S0301		38017.148		38590.429		573.281
DVB1		S0606		38585.429		39384.549		799.120
DVB1		S0309		39379.549		40272.032		892.483
DVB1		S0603		40267.032		41056.748		789.716
DVB1		S0306		41051.748		41923.763		872.015
DVB1		S0611		41918.763		42709.517		790.754
DVB1		S0303		42704.517		43546.936		842.419
DVB1		S0608		43541.936		44343.800		801.864
DVB1		S0607		44338.800		44883.945		545.145
DVB1		S0606		44878.945		45421.347		542.402
DVB1		S0605		45416.347		45955.566		539.219
DVB1		S0604		45950.566		46485.930		535.364
DVB1		S0603		46480.930		47011.427		530.497
DVB1		S0602		47006.427		47530.344		523.917
DVB1		S0601		47525.344		48039.489		514.145
DVB1		S0305		48034.489		48069.328		34.839

DVB1		--中断--		48069.328		48140.218		70.890
DVB1		S0611		48140.218		48531.175		390.957
DVB1		S0404		48526.175		48576.214		50.039

DVB1		--中断--		48576.214		48802.469		226.255
DVB1		S0403		48802.469		49229.526		427.057
DVB1		S0110		49224.526		49460.992		236.466
DVB1		S0402		49455.992		49844.266		388.274
DVB1		S0109		49839.266		50092.601		253.335
