CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,40,44,1.51323471604189,36.4018740770005,36.4018740769964,-0.00193352109573784,0,NaN,NaN,1,OK,,4.1247306
2,NoH_baseline,QPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0.499943946188341,51.1627906976744,1,18,22,1.53439702975713,36.2812450173541,36.2812450173502,-0.00225619602756842,0,NaN,NaN,1,OK,,22.179177
3,NoH_baseline,QPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,39,43,1.54927484711841,36.1974305990003,36.1974305989964,0.00963244615349008,0,NaN,NaN,1,OK,,5.8887865
4,NoH_baseline,QPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,39,43,1.5035746512562,36.4575000932207,36.4575000932165,-0.00271837075450193,0,NaN,NaN,1,OK,,70.9663878
5,NoH_baseline,QPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0.5,34.1463414634146,NaN,0,14,1.50546296128707,36.4465984982288,36.4465984982247,0.00149777593362206,0,NaN,NaN,1,OK,,10.8068666
6,NoH_baseline,QPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,38,42,1.53420434342544,36.2823358414857,36.2823358414818,-0.00138153853721162,0,NaN,NaN,1,OK,,4.467221
7,NoH_baseline,8PSK,none,none,1115,NaN,0,NaN,0,0,0,0,0.5,97.7272727272727,NaN,0,43,1.52991527223014,36.3066524009265,36.3066524009225,0.00508399925390242,0,NaN,NaN,1,OK,,30.5088483
8,NoH_baseline,8PSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,38,42,1.54094107157203,36.2442793837163,36.2442793837124,0.00421757940104268,0,NaN,NaN,1,OK,,12.4302347
9,NoH_baseline,8PSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,38,42,1.54759451326722,36.2068563733036,36.2068563732997,-0.00543802667769569,0,NaN,NaN,1,OK,,14.2518355
10,NoH_baseline,8PSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,38,42,1.50255595427383,36.4633869232113,36.4633869232072,0.00638024220585024,0,NaN,NaN,1,OK,,12.0875978
11,NoH_baseline,8PSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0.5,34.1463414634146,NaN,0,14,1.51256414707219,36.4057239615595,36.4057239615554,-0.00464338795539511,0,NaN,NaN,1,OK,,40.9749879
12,NoH_baseline,8PSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,38,42,1.5137105403457,36.3991432992203,36.3991432992162,-0.00489030964627801,0,NaN,NaN,1,OK,,9.7695766
13,NoH_baseline,16APSK,none,none,1115,NaN,0,NaN,0,0,0,0,0.5,11.3636363636364,NaN,0,5,1.81115457653016,34.8408896478407,34.8849973133374,-0.0940993811016241,0,NaN,NaN,1,OK,,3.569639
14,NoH_baseline,16APSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,39,43,1.80778467251364,34.8570660027471,34.8610943528097,0.00995162420946149,0,NaN,NaN,1,OK,,51.8215156
15,NoH_baseline,16APSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0.5,16.2790697674419,NaN,0,7,1.82597832563287,34.7700876369534,34.746851830298,-0.0290336752009588,0,NaN,NaN,1,OK,,5.8911442
16,NoH_baseline,16APSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0.5,27.906976744186,NaN,0,12,1.82588483692356,34.7705323593186,34.7320755130903,-0.0186467750501324,0,NaN,NaN,1,OK,,5.3736858
17,NoH_baseline,16APSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0.5,10.5263157894737,NaN,0,4,1.79999860736892,34.8945566180696,34.9046204958633,0.0486550599640688,0,NaN,NaN,1,OK,,4.8801845
18,NoH_baseline,16APSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0.5,33.3333333333333,NaN,0,12,1.80781990978081,34.8568966993807,34.8538729828248,0.061178662493696,0,NaN,NaN,1,OK,,4.722576
19,NoH_baseline,32APSK,none,none,1115,NaN,0,NaN,0,0,0,0,0.5,18.1818181818182,NaN,0,8,1.90272342931253,34.4124866814747,34.4455236899521,0.0769419609551054,0,NaN,NaN,1,OK,,3.4358711
20,NoH_baseline,32APSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0.5,12.8205128205128,NaN,0,5,1.92955756934271,34.2908451899999,34.3345768594386,0.109954922379359,0,NaN,NaN,1,OK,,7.8198712
21,NoH_baseline,32APSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0.5,19.3548387096774,NaN,0,6,1.91156981286144,34.3721967278209,34.3394182894469,0.0264039526053654,0,NaN,NaN,1,OK,,5.9587521
22,NoH_baseline,32APSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0.5,25,NaN,0,10,1.89718789652686,34.4377930935211,34.4470869086153,-0.0438184984417634,0,NaN,NaN,1,OK,,5.326865
23,NoH_baseline,32APSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0.5,17.9487179487179,NaN,0,7,1.88331076220681,34.50156023614,34.4581621645637,-0.027905608473601,0,NaN,NaN,1,OK,,4.8160231
24,NoH_baseline,32APSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0.5,21.0526315789474,NaN,0,8,1.9310935840397,34.2839335814063,34.2523873756387,-0.0239523474185724,0,NaN,NaN,1,OK,,4.6045677
25,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,40,44,3.71744322673128,28.5951131071254,28.5951131071254,NaN,0,NaN,NaN,1,OK,,3.499245
26,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,39,43,3.73467815930106,28.5549363624442,28.5549363624442,NaN,0,NaN,NaN,1,OK,,6.2597586
27,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,39,43,3.74758602788259,28.5249677779679,28.5249677779679,NaN,0,NaN,NaN,1,OK,,4.8958371
28,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,39,43,3.74872892428481,28.5223192574194,28.5223192574194,NaN,0,NaN,NaN,1,OK,,4.5112285
29,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,39,43,3.74426312762717,28.5326727774121,28.5326727774121,NaN,0,NaN,NaN,1,OK,,4.1426642
30,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,39,43,3.74932328329752,28.5209422233157,28.5209422233157,NaN,0,NaN,NaN,1,OK,,4.0465012
31,H_EQ_rawGain,QPSK,none,none,1115,NaN,0,NaN,1,1,0,0,2.24215246636771e-05,100,0.025,40,44,3.83265575004424,28.3300037483348,28.3300037483342,-0.0028545472373,14.0969454777835,1.92865493310657e-15,4.31208279649419,1,OK,,5.3881732
32,H_EQ_rawGain,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,0,0.499943946188341,51.1627906976744,1,18,22,3.99326609924607,27.9734349752584,27.9734349752579,-0.00220263194570648,13.7879859877658,1.92865493310657e-15,4.08609040253356,1,OK,,22.6050178
33,H_EQ_rawGain,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,0,0,100,0,39,43,1.764185922792,35.0691129533841,35.0691129533812,0.00218935503199156,14.0445438680577,1.92865493310657e-15,4.29431418912407,1,OK,,6.2857259
34,H_EQ_rawGain,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,0,4.31183166609176e-05,100,0.0512820512820513,39,43,5.52978813541186,25.1458301528722,25.1458301528719,-0.00457128423775479,14.1058812345887,1.92865493310657e-15,4.31310991845517,1,OK,,23.1212637
35,H_EQ_rawGain,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,0,0.5,25,NaN,0,9,2.64557987301573,31.5495824419554,31.5495824419541,0.0060148567041773,14.2599921361283,1.92865493310657e-15,4.39514921177039,1,OK,,11.2652661
36,H_EQ_rawGain,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,0,0.5,18.6046511627907,NaN,0,8,9.3049758720806,20.6256949732561,20.625694973256,0.0173083471152443,14.2712163191701,1.92865493310657e-15,4.4061846875635,1,OK,,13.9949119
37,H_EQ_rawGain,8PSK,none,none,1115,NaN,0,NaN,1,1,0,0,0.5,97.7272727272727,NaN,0,43,3.2800270284734,29.6824515509585,29.6824515509577,-0.00267368451409686,14.5260037974489,1.92865493310657e-15,4.53317044968685,1,OK,,30.8556872
