Scenario,ModType,RSName,RSMessageLength,RSInterleavingDepth,InputBytes,CodedBytes,Seed,BER,LockRate_pct,FER,EVM_post_pct,MER_dB,SNR_est_dB,FrameErrors,CountedFrames,MatchedFrames,DecodedFrames,HGain_dB,Pass,Success,ErrorMsg,ElapsedTime_s
NoH_baseline,8PSK,"RS(255,223)_D1",223,1,223,255,1,NaN,0,NaN,1.51858659584431,36.3712087568366,36.3712087568326,0,0,0,34,0,0,1,,1.6459698
NoH_baseline,8PSK,"RS(255,223)_D8",223,8,1784,2040,1,0.5,0,NaN,1.53774983641759,36.2622862100697,36.2622862100658,0,0,3,34,0,0,1,,3.1626342
NoH_baseline,8PSK,"RS(255,239)_D1",239,1,239,255,1,0.5,0,NaN,1.51918619245901,36.3677799091557,36.3677799091516,0,0,3,34,0,0,1,,1.5084558
NoH_baseline,8PSK,"RS(255,239)_D3",239,3,717,765,1,0.5,0,NaN,1.51633598961966,36.3840911420171,36.3840911420131,0,0,7,34,0,0,1,,2.3188432
NoH_baseline,8PSK,"RS(255,239)_D4",239,4,956,1020,1,0.5,0,NaN,1.51291621320842,36.4037024593488,36.4037024593447,0,0,7,34,0,0,1,,2.5968043
NoH_baseline,8PSK,"RS(255,239)_D5",239,5,1195,1275,1,0.5,0,NaN,1.49903527038335,36.4837629727519,36.4837629727478,0,0,5,34,0,0,1,,2.8202215
NoH_baseline,8PSK,"RS(255,239)_D8",239,8,1912,2040,1,0.5,0,NaN,1.54398454275239,36.2271410363649,36.227141036361,0,0,10,34,0,0,1,,3.1700395
default_ChannelData,8PSK,"RS(255,223)_D3",223,3,669,765,1,0.5,0,NaN,2.63790453197577,31.5748185198898,31.5748185198885,0,0,7,34,18.5672466714081,0,1,,2.4889066
default_ChannelData,8PSK,"RS(255,223)_D5",223,5,1115,1275,1,0.5,0,NaN,2.83069590402115,30.962135670269,30.9621356702678,0,0,8,34,18.5184877737348,0,1,,3.0454975
default_ChannelData,8PSK,"RS(255,223)_D8",223,8,1784,2040,1,0.5,0,NaN,1.61564689242933,35.8330710076918,35.8330710076882,0,0,3,34,17.982621902179,0,1,,3.5039015
default_ChannelData,8PSK,"RS(255,239)_D1",239,1,239,255,1,NaN,0,NaN,2.77564046774861,31.1327357858501,31.1327357858489,0,0,0,34,16.1311175906899,0,1,,1.6162516
default_ChannelData,8PSK,"RS(255,239)_D3",239,3,717,765,1,NaN,0,NaN,2.64466285302257,31.5525936968066,31.5525936968053,0,0,0,34,18.5674432797253,0,1,,2.484802
default_ChannelData,8PSK,"RS(255,239)_D5",239,5,1195,1275,1,0.5,0,NaN,2.83331809712399,30.9540932884798,30.9540932884787,0,0,5,34,18.5185204453708,0,1,,3.0864521
default_ChannelData,8PSK,"RS(255,239)_D8",239,8,1912,2040,1,0.5,0,NaN,1.60145997163801,35.9096782403963,35.9096782403926,0,0,10,34,17.9827529066608,0,1,,3.4846123
std2_TDL,8PSK,"RS(255,223)_D1",223,1,223,255,1,0.5,0,NaN,1.84075144687,34.7000969897275,34.7000969897247,0,0,4,34,14.9590347731507,0,1,,1.631002
std2_TDL,8PSK,"RS(255,223)_D3",223,3,669,765,1,0.5,0,NaN,2.42950808548788,32.2896330250268,32.2896330250253,0,0,7,34,17.9246454085924,0,1,,2.508401
std2_TDL,8PSK,"RS(255,223)_D5",223,5,1115,1275,1,0.5,0,NaN,1.7312838279315,35.2326345546834,35.2326345546802,0,0,8,34,18.1571200813812,0,1,,3.0639227
std2_TDL,8PSK,"RS(255,223)_D8",223,8,1784,2040,1,0.5,0,NaN,1.60527746306678,35.8889978288667,35.8889978288631,0,0,3,34,17.6787897715717,0,1,,3.4738461
std2_TDL,8PSK,"RS(255,239)_D1",239,1,239,255,1,0.5,0,NaN,1.83523504848591,34.7261661080944,34.7261661080917,0,0,3,34,14.9587972089915,0,1,,1.6284167
std2_TDL,8PSK,"RS(255,239)_D2",239,2,478,510,1,0.5,0,NaN,1.60232500281212,35.9049878098248,35.9049878098211,0,0,4,34,17.070623585723,0,1,,2.0672948
std2_TDL,8PSK,"RS(255,239)_D3",239,3,717,765,1,0.5,0,NaN,2.43356281242568,32.2751487949612,32.2751487949596,0,0,7,34,17.9246316206379,0,1,,2.4909625
