CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
1,NoH_baseline,BPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,97.4358974358974,0,36,38,0.000446,0.016948,0.016056,1.60291219700652,35.9018053283373,35.9018053283336,-6.17882089931857e-16,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.9422545
2,NoH_baseline,BPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000892,0.033896,0.032112,1.60152781888454,35.9093102629114,35.9093102629077,-8.15060984720866e-17,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.5069833
3,NoH_baseline,BPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000669,0.024753,0.023415,1.6317336842961,35.7470144224094,35.7470144224059,-1.68260695709299e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.075503
4,NoH_baseline,BPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000594666666666667,0.0220026666666667,0.0208133333333333,1.60992913824072,35.8638647843108,35.8638647843072,-2.01259813079646e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.5900681
5,NoH_baseline,BPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.00053568,0.01982016,0.0187488,1.60990836097321,35.8639768825472,35.8639768825436,2.00589951205155e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.2398427
6,NoH_baseline,BPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000513371428571429,0.0189947428571429,0.017968,1.5964906807142,35.9366722449799,35.9366722449763,2.99781900061879e-15,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.3422654
7,NoH_baseline,QPSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,39,0.000223,0.008697,0.008028,1.52618300627364,36.3278677306446,36.3278677306406,-0.0930366393698775,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.7858268
8,NoH_baseline,QPSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000446,0.016948,0.016056,1.51474302752501,36.3932207583335,36.3932207583294,0.107032707452113,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.7084006
9,NoH_baseline,QPSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,38,0.0003345,0.012711,0.0117075,1.51923518516946,36.367499799702,36.3674997996979,-0.125441435983367,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.0514675
10,NoH_baseline,QPSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000297333333333333,0.0110013333333333,0.0104066666666667,1.49916385442974,36.4830179476283,36.4830179476242,-0.0218108753059355,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.8559239
11,NoH_baseline,QPSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.00026784,0.00991008,0.0093744,1.50454631181483,36.4518887918302,36.4518887918261,0.089126246504065,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.2872866
12,NoH_baseline,QPSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000256685714285714,0.00949737142857143,0.008984,1.52238726699042,36.3494971415426,36.3494971415385,-0.0350669144483231,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.6337755
13,NoH_baseline,8PSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,97.4358974358974,0,36,38,0.000148666666666667,0.00564933333333333,0.005352,1.52431149614352,36.3385254993922,36.3385254993882,0.0676259279556319,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.1948069
14,NoH_baseline,8PSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000297333333333333,0.0110013333333333,0.0104066666666667,1.49388551995949,36.5136536455239,36.5136536455197,0.0607417611644426,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.4947588
15,NoH_baseline,8PSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000223,0.008251,0.007805,1.52571272668631,36.3305446219832,36.3305446219792,0.0211505059004508,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.6012566
16,NoH_baseline,8PSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000198222222222222,0.00733422222222222,0.00693777777777778,1.52181805414547,36.352745358721,36.352745358717,-0.0805501863826135,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.4234907
17,NoH_baseline,8PSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.00017856,0.00660672,0.0062496,1.50134005304804,36.4704185810377,36.4704185810336,0.130783633382597,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.8525352
18,NoH_baseline,8PSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.00017112380952381,0.00633158095238095,0.00598933333333333,1.50632295488505,36.4416381126686,36.4416381126645,-0.0206493856222227,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,5.2438876
19,NoH_baseline,16QAM,none,none,1115,NaN,0,NaN,0,0,0,0,0,97.4358974358974,0,36,38,0.0001115,0.004237,0.004014,2.506926040882,32.0171695674302,31.9955749621232,15.8552517300237,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.3009703
20,NoH_baseline,16QAM,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000223,0.008251,0.007805,2.90012929805951,30.7516527855933,30.7495676716117,-3.27077745436572,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.9940749
21,NoH_baseline,16QAM,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.00016725,0.00618825,0.00585375,2.98933383434044,30.4885116469149,30.4487222735688,2.27703582432584,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.519904
22,NoH_baseline,16QAM,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000148666666666667,0.00550066666666667,0.00520333333333333,3.76956204910917,28.4741820712347,28.4762661846,-4.9519470655208,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.2662221
23,NoH_baseline,16QAM,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.00013392,0.00495504,0.0046872,2.77496842082353,31.1348390957999,31.1104502521346,0.828833125232089,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.784628
24,NoH_baseline,16QAM,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000128342857142857,0.00474868571428571,0.004492,3.0286976007283,30.3748817297187,30.3873714342425,9.67679023034725,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.2144431
25,NoH_baseline,32QAM,none,none,1115,NaN,0,NaN,0,0,0,0,0,97.4358974358974,0,36,38,8.92e-05,0.0033896,0.0032112,2.74486909900853,31.2295672387317,31.2125094398681,29.7257677193316,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,2.1468633
26,NoH_baseline,32QAM,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.0001784,0.0067792,0.0064224,3.32011490355991,29.5769377167716,29.5424046616763,9.42953670975847,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.2759845
27,NoH_baseline,32QAM,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.0001338,0.0049506,0.004683,3.42600390035518,29.3042429389001,29.2965926217622,29.8014492567059,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.8346005
28,NoH_baseline,32QAM,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000118933333333333,0.00440053333333333,0.00416266666666667,3.22436886154198,29.8311056315762,29.7698747809874,-15.1255930166739,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.549263
29,NoH_baseline,32QAM,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,35,38,0.000107136,0.004071168,0.00374976,3.92537843295809,28.122369359659,28.1067065483031,-15.394319795797,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,3.8641366
30,NoH_baseline,32QAM,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,35,37,0.000102674285714286,0.00379894857142857,0.0035936,3.73227218027735,28.5605338468373,28.5657422561985,-9.09258705014456,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,not-applicable,1,OK,,4.238046
31,NoH_baseline,GMSK,none,none,1115,NaN,0,NaN,0,0,0,0,0,100,0,37,39,0.000446,0.017394,0.016502,3.72064026728038,28.5876463603188,28.5876463603188,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.8114927
32,NoH_baseline,GMSK,convolutional,1/2,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000892,0.033896,0.032112,3.74310564407496,28.5353583068094,28.5353583068094,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,6.0891059
33,NoH_baseline,GMSK,convolutional,2/3,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000669,0.025422,0.024084,3.73461012506473,28.5550945938167,28.5550945938167,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.7446677
34,NoH_baseline,GMSK,convolutional,3/4,1115,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.74003606481407,28.5424841983742,28.5424841983742,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.4348527
35,NoH_baseline,GMSK,convolutional,5/6,1116,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.00053568,0.02035584,0.01928448,3.735221374334,28.553673077493,28.553673077493,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,4.2100844
36,NoH_baseline,GMSK,convolutional,7/8,1123,NaN,0,NaN,0,0,0,0,0,100,0,36,38,0.000513371428571429,0.0195081142857143,0.0184813714285714,3.74281267373675,28.5360381721026,28.5360381721026,NaN,0,NaN,NaN,,NaN,NaN,0,afterChannel,snr,NaN,NaN,NaN,NaN,,official,1,OK,,3.9593324
37,H_EQ_rawGain_default_ChannelData,BPSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,97.4358974358974,0,36,38,0.000446,0.016948,0.016056,1.88405541611484,34.4981265472222,34.4981265472196,0.126281720106159,16.3019394305469,1.92865493310657e-15,6.0405964252986,error,10,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.9939707
38,H_EQ_rawGain_default_ChannelData,BPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,1.51337808857085,36.4010511650226,36.4010511650186,-0.00862449484272403,17.1449191938035,1.92865493310657e-15,6.43488121895885,error,10,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,6.384859
39,H_EQ_rawGain_default_ChannelData,BPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000669,0.024753,0.023415,1.66300683176767,35.5821193331933,35.58211933319,0.11031006006771,15.9474743706594,1.92865493310657e-15,5.75870095386115,error,10,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.6053858
40,H_EQ_rawGain_default_ChannelData,BPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000594666666666667,0.0220026666666667,0.0208133333333333,1.66239619215926,35.5853092913841,35.5853092913807,0.0247522579488487,16.1323785231725,1.92865493310657e-15,5.86832223523122,error,10,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.2085918
41,H_EQ_rawGain_default_ChannelData,BPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.00053568,0.01982016,0.0187488,3.27930306809759,29.6843688930833,29.6843688930824,-0.0125455631554964,16.4257508439282,1.92865493310657e-15,6.13196143267201,error,10,0.021504,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.4397945
42,H_EQ_rawGain_default_ChannelData,BPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000513371428571429,0.0189947428571429,0.017968,1.54486561433719,36.2221858651089,36.222185865105,-0.0478986129950292,16.5292973799857,1.92865493310657e-15,6.21585051123339,error,10,0.020608,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.9237654
43,H_EQ_rawGain_default_ChannelData,QPSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,39,0.000223,0.008697,0.008028,1.4326257306387,36.8773450594426,36.8773450594381,-0.143253164997576,15.5911508517009,1.92865493310657e-15,5.6909542787064,error,10,0.008952,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.0891038
44,H_EQ_rawGain_default_ChannelData,QPSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000446,0.016948,0.016056,1.79865141381298,34.9010599318266,34.9010599318237,0.175016183227406,16.3020273044524,1.92865493310657e-15,6.0405964252986,error,10,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.6227712
45,H_EQ_rawGain_default_ChannelData,QPSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,38,0.0003345,0.012711,0.0117075,1.49125528200809,36.5289601010619,36.5289601010577,0.0319583322810124,16.2379551301857,1.92865493310657e-15,6.06757655972507,error,10,0.013428,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.8033568
46,H_EQ_rawGain_default_ChannelData,QPSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000297333333333333,0.0110013333333333,0.0104066666666667,1.31131928242031,37.6458310523762,37.6458310523708,-0.114917451995782,15.6684694049018,1.92865493310657e-15,5.69369944953125,error,10,0.011936,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.4767056
47,H_EQ_rawGain_default_ChannelData,QPSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.00026784,0.00991008,0.0093744,4.50739276952363,26.9214919262015,26.9214919262011,-0.0312023929122534,15.7360348755276,1.92865493310657e-15,5.77481037320778,error,10,0.010752,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.8999787
48,H_EQ_rawGain_default_ChannelData,QPSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000256685714285714,0.00949737142857143,0.008984,1.64967831129386,35.6520147066386,35.6520147066352,0.0289008154545067,15.8805164494818,1.92865493310657e-15,5.90890068330012,error,10,0.010304,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.2272552
49,H_EQ_rawGain_default_ChannelData,8PSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,97.4358974358974,0,36,38,0.000148666666666667,0.00564933333333333,0.005352,1.57557648854865,36.0512101709893,36.0512101709855,0.0259726684962038,15.8600956842999,1.92865493310657e-15,5.85667458774498,error,10,0.005968,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.5085618
