CaseIndex,Scenario,ModType,ChannelCoding,Rate,NumBytesInTransferFrame,NumBitsInInformationBlock,IsLDPCOnSMTF,TPCBlocksPerTF,HEnabled,EqualizerEnabled,NormalizeHChannel,NormalizeEqualizerOutput,BER,LockRate_pct,FER,CountedFrames,MatchedFrames,FrameDuration_s,MatchedDuration_s,CountedDuration_s,EVM_post_pct,MER_dB,SNR_est_dB,ResidualCFO_Hz,HGain_dB,HNormalizationGain_dB,HMeanCoeffMagnitude,HOutOfRangeMode,HSourceDuration_s,WaveformDuration_s,ExceedsHDuration,NoisePlacement,NoiseMode,NoisePSD_dBmHz,NoiseBandwidthHz,NoisePower_dBm,NoiseEquivalentSNR_dB,EqualizerMode,GMSKDetectorUsed,Success,Status,ErrorMessage,Runtime_s
50,H_EQ_rawGain_default_ChannelData,8PSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000297333333333333,0.0110013333333333,0.0104066666666667,1.31994356291116,37.5888927522502,37.5888927522449,0.0916299064106758,15.6683906135284,1.92865493310657e-15,5.69369944953125,error,10,0.011936,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.1805012
51,H_EQ_rawGain_default_ChannelData,8PSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000223,0.008251,0.007805,1.433218514666,36.8737518029548,36.8737518029503,0.0833531134993834,15.5912518996587,1.92865493310657e-15,5.6909542787064,error,10,0.008952,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.1490621
52,H_EQ_rawGain_default_ChannelData,8PSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000198222222222222,0.00733422222222222,0.00693777777777778,2.97496002842276,30.5303773015795,30.5303773015785,-0.157552649227088,15.7481178609366,1.92865493310657e-15,5.80763619638666,error,10,0.007956,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.9489418
53,H_EQ_rawGain_default_ChannelData,8PSK,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.00017856,0.00660672,0.0062496,1.49355448482626,36.5155785944037,36.5155785943995,0.0389073082033899,16.0003019065839,1.92865493310657e-15,6.01131997594111,error,10,0.007168,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.238312
54,H_EQ_rawGain_default_ChannelData,8PSK,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.00017112380952381,0.00633158095238095,0.00598933333333333,1.41631582592184,36.9767978402545,36.9767978402498,-0.061322777277655,15.9834047519282,1.92865493310657e-15,5.98656283501094,error,10,0.006868,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,5.7353396
55,H_EQ_rawGain_default_ChannelData,16QAM,none,none,1115,NaN,0,NaN,1,1,0,1,0,97.4358974358974,0,36,38,0.0001115,0.004237,0.004014,2.72131256045131,31.3044314761764,31.281439976416,16.1744880931906,16.06598686372,1.92865493310657e-15,5.90095048785848,error,10,0.004476,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,2.288643
56,H_EQ_rawGain_default_ChannelData,16QAM,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000223,0.008251,0.007805,2.85594750476692,30.8849955919759,30.8829104779942,-3.65868254156073,15.5911296309482,1.92865493310657e-15,5.6909542787064,error,10,0.008952,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.570154
57,H_EQ_rawGain_default_ChannelData,16QAM,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.00016725,0.00618825,0.00585375,2.95728571438088,30.5821342928073,30.5423449194612,2.60969531438944,15.9569741398133,1.92865493310657e-15,5.96124021156482,error,10,0.006714,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.9738565
58,H_EQ_rawGain_default_ChannelData,16QAM,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000148666666666667,0.00550066666666667,0.00520333333333333,3.76208046174285,28.4914384036913,28.4935225170566,-4.34871845377775,15.8529853547822,1.92865493310657e-15,5.85667458774498,error,10,0.005968,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.7538663
59,H_EQ_rawGain_default_ChannelData,16QAM,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.00013392,0.00495504,0.0046872,2.81285855341466,31.0170421218291,30.9926532781638,1.04856347301434,15.9276250271833,1.92865493310657e-15,5.87312894529173,error,10,0.005376,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.0667275
60,H_EQ_rawGain_default_ChannelData,16QAM,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000128342857142857,0.00474868571428571,0.004492,3.05644835592169,30.295658759648,30.3081484641718,9.55551349783766,15.9657467806254,1.92865493310657e-15,5.87906043358474,error,10,0.005152,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.5219322
61,H_EQ_rawGain_default_ChannelData,32QAM,none,none,1115,NaN,0,NaN,1,1,0,1,0,97.4358974358974,0,36,38,8.92e-05,0.0033896,0.0032112,3.2543243870713,29.7507831859826,29.7337253871194,30.5922854871249,16.7818326231949,1.92865493310657e-15,6.5549187719607,error,10,0.00358,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,2.2769219
62,H_EQ_rawGain_default_ChannelData,32QAM,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.0001784,0.0067792,0.0064224,3.31881948360202,29.5803273797133,29.5457943246179,9.35642005579689,15.9992838783562,1.92865493310657e-15,6.01125580844736,error,10,0.00716,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.5326907
63,H_EQ_rawGain_default_ChannelData,32QAM,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.0001338,0.0049506,0.004683,3.52242096103036,29.0631748632989,29.055524546161,30.1746105608579,15.9415799778681,1.92865493310657e-15,5.87338033699224,error,10,0.00537,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.7212454
64,H_EQ_rawGain_default_ChannelData,32QAM,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000118933333333333,0.00440053333333333,0.00416266666666667,3.25632119897823,29.7454552693679,29.6849290991018,-15.2153424573664,15.9992759370911,1.92865493310657e-15,5.87821854278635,error,10,0.004774,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,3.5339736
65,H_EQ_rawGain_default_ChannelData,32QAM,convolutional,5/6,1116,NaN,0,NaN,1,1,0,1,0,100,0,35,38,0.000107136,0.004071168,0.00374976,4.27292745777501,27.3854896042479,27.3687805942716,-15.6706903601355,16.1454109336371,1.92865493310657e-15,5.94705958064567,error,10,0.0043,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.0650071
66,H_EQ_rawGain_default_ChannelData,32QAM,convolutional,7/8,1123,NaN,0,NaN,1,1,0,1,0,100,0,35,37,0.000102674285714286,0.00379894857142857,0.0035936,4.45772063211641,27.0177430496953,27.0229514590568,-8.48096691923353,16.2550996997094,1.92865493310657e-15,6.0355681356457,error,10,0.00412,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,not-applicable,1,OK,,4.4266259
67,H_EQ_rawGain_default_ChannelData,GMSK,none,none,1115,NaN,0,NaN,1,1,0,1,0,100,0,37,39,0.000446,0.017394,0.016502,3.82975408427899,28.3365822400504,28.3365822400504,NaN,16.3019610834679,1.92865493310657e-15,6.0405964252986,error,10,0.017904,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,4.149984
68,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,1/2,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000892,0.033896,0.032112,3.700243817249,28.6353931673241,28.6353931673241,NaN,17.1448430738708,1.92865493310657e-15,6.43488121895885,error,10,0.035808,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,7.3509756
69,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,2/3,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000669,0.025422,0.024084,3.71248888120652,28.606696767436,28.606696767436,NaN,15.9474426690022,1.92865493310657e-15,5.75870095386115,error,10,0.026856,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,5.8268128
70,H_EQ_rawGain_default_ChannelData,GMSK,convolutional,3/4,1115,NaN,0,NaN,1,1,0,1,0,100,0,36,38,0.000594666666666667,0.0225973333333333,0.021408,3.72531571254657,28.5767383165328,28.5767383165328,NaN,16.1323808442305,1.92865493310657e-15,5.86832223523122,error,10,0.023872,0,afterChannel,snr,NaN,NaN,NaN,NaN,mmse,official,1,OK,,5.5541
